557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
557,178
561,178
562,178
566,178
571,181
581,182
584,182
594,184
595,185
599,185
606,186
609,187
611,189
614,190
619,191
621,193
622,194
626,196
626,197
626,197
630,200
631,202
636,206
641,209
655,215
662,219
670,223
686,230
699,235
722,245
734,248
743,251
754,254
758,254
762,254
770,254
773,254
775,254
779,250
780,247
782,244
786,238
792,234
808,222
816,215
829,202
832,194
834,185
837,169
837,162
837,157
837,142
838,136
839,130
842,126
842,121
842,119
845,115
846,114
846,114
846,114
846,114
846,114
846,114
846,114
846,114
846,114
846,114
846,114
846,116
846,117
846,118
846,119
846,121
846,123
846,124
846,126
847,129
851,131
854,133
856,137
857,138
857,138
858,138
860,138
863,138
866,138
868,137
870,136
870,136
873,136
874,134
876,133
877,130
877,121
877,114
877,106
875,98
870,84
862,71
845,42
811,18
800,10
794,5
790,1
790,0
790,0
790,0
790,0
790,0
791,0
793,0
793,0
794,0
794,0
795,0
795,0
796,0
796,0
796,0
796,0
796,0
796,0
796,0
796,0
796,0
796,0
796,0
797,0
797,0
798,0
802,0
803,0
805,0
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,1
806,2
806,2
806,3
806,5
806,6
806,6
805,6
805,8
805,10
805,11
805,17
805,20
805,33
805,40
804,58
804,70
804,82
804,121
804,150
819,222
824,257
824,338
823,379
814,422
793,513
782,558
766,636
758,666
758,688
756,724
752,740
746,766
741,778
735,789
723,811
716,822
703,842
697,850
690,863
687,863
686,863
686,863
685,863
681,863
681,863
680,863
680,863
680,863
680,863
680,863
680,863
680,863
680,863
678,860
678,850
677,849
677,847
677,847
673,846
661,849
642,857
602,863
587,863
578,863
567,863
564,863
563,863
558,863
555,863
553,863
549,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
548,863
545,863
542,863
538,863
532,863
526,863
522,863
520,862
519,862
519,862
519,862
519,862
519,862
519,862
519,862
519,862
519,862
516,860
512,858
505,855
486,848
473,842
450,833
438,827
429,824
419,821
418,818
417,818
417,818
417,818
417,818
417,818
417,818
414,818
413,817
410,817
406,815
406,815
404,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
403,814
402,811
400,802
398,799
396,794
389,786
386,782
382,775
370,763
366,758
362,751
356,741
354,736
352,734
350,730
348,727
347,725
346,724
346,722
346,722
346,722
346,718
346,718
343,715
341,714
338,712
326,706
320,703
315,700
304,694
300,691
297,690
289,686
287,686
285,683
282,682
281,681
281,681
281,681
280,680
280,680
280,678
278,676
278,675
271,672
269,670
266,670
263,668
262,667
262,667
262,666
262,666
262,666
262,666
262,666
262,666
262,666
262,666
262,662
258,648
257,644
254,635
249,625
247,619
247,615
245,606
244,602
244,597
243,588
242,584
242,581
239,574
239,572
239,569
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,568
239,567
239,565
239,562
239,561
239,559
239,556
239,554
239,552
240,548
240,546
241,545
241,545
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,544
241,545
241,547
241,549
241,552
240,556
240,559
239,567
238,572
237,579
236,582
236,585
236,588
235,594
235,595
235,600
235,602
235,606
235,610
235,613
236,618
236,619
236,621
236,624
236,624
236,625
236,626
236,628
236,629
236,630
236,630
237,632
237,632
237,634
237,635
237,637
237,638
237,640
237,642
237,642
237,643
237,643
237,643
237,643
237,643
237,643
237,643
237,644
237,646
237,646
237,647
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
237,650
