683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
683,551
685,550
685,541
686,527
687,514
674,444
669,391
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
660,331
598,310
582,292
569,226
569,180
569,134
574,35
574,0
571,0
538,0
520,0
509,0
498,0
497,0
497,0
501,0
528,0
544,0
568,0
578,0
585,0
597,0
599,0
604,0
614,0
622,0
627,0
638,0
646,0
650,0
652,0
652,0
652,0
646,2
645,3
645,3
645,3
645,3
645,3
645,3
647,0
653,0
658,0
670,0
678,0
686,0
700,0
705,0
710,0
714,0
714,0
715,0
717,0
718,0
722,0
730,0
735,0
742,0
751,2
756,2
762,2
778,2
787,2
807,2
811,2
812,2
812,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
813,2
814,0
814,0
817,0
818,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
817,0
790,41
783,83
778,163
775,186
759,229
738,238
717,245
649,253
616,253
589,253
545,253
532,250
520,250
502,248
495,248
485,248
478,252
470,257
454,266
446,273
429,294
422,304
414,315
408,326
407,329
409,336
414,342
419,346
435,357
446,362
466,374
478,376
490,376
512,369
521,365
526,361
533,358
538,354
539,354
539,354
539,354
539,354
539,354
539,354
539,354
539,354
540,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
541,354
542,354
542,354
542,355
542,355
544,355
545,355
546,355
545,354
539,334
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
539,331
538,331
538,346
538,349
538,349
538,349
538,347
538,346
538,342
538,342
538,342
537,350
537,360
542,384
547,398
558,419
580,458
593,475
608,498
614,505
620,514
628,523
630,527
631,528
631,531
631,531
631,532
630,534
628,535
626,537
626,538
624,541
622,542
618,553
618,559
618,564
618,574
619,574
620,576
620,576
620,576
620,576
622,577
623,577
637,576
645,574
650,573
651,573
651,573
651,573
651,573
650,573
644,574
633,578
628,580
617,585
610,590
602,594
585,605
574,610
565,616
548,624
541,629
534,633
523,638
518,640
517,641
514,641
514,642
510,644
498,650
490,655
481,666
481,668
481,668
481,669
481,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,669
482,670
478,674
470,678
448,682
440,679
426,670
419,664
410,646
406,638
402,625
400,610
398,582
398,569
398,543
398,533
398,522
398,513
394,500
391,495
387,489
386,487
385,486
384,484
383,483
383,483
383,482
383,482
383,481
384,478
385,478
385,476
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
385,475
387,473
387,472
390,470
403,465
412,460
417,458
427,452
430,450
431,447
431,447
431,447
431,447
431,446
431,446
434,446
442,446
467,438
482,434
499,429
504,426
507,425
512,422
514,422
514,422
514,422
514,422
514,422
514,422
514,422
515,426
515,426
518,426
520,426
520,426
521,426
522,426
522,426
524,425
525,422
525,421
525,420
525,418
526,418
529,414
529,414
532,412
537,409
538,406
539,406
542,402
544,399
545,397
548,396
550,394
550,394
553,394
554,394
557,394
569,394
576,397
583,398
594,403
598,403
602,403
606,405
607,406
608,406
610,407
610,407
611,408
612,409
612,410
612,410
