638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
638,492
636,492
620,492
545,483
498,470
455,457
378,425
331,410
276,390
143,345
57,321
0,278
0,261
0,236
0,226
0,214
0,205
0,198
0,197
0,193
0,181
0,173
0,162
0,149
0,142
0,138
0,137
1,136
9,136
31,136
142,136
223,136
434,136
544,136
649,136
806,136
868,136
922,136
974,136
979,136
981,136
978,136
966,136
934,136
822,136
774,136
729,128
669,110
649,101
630,84
626,76
625,67
625,53
625,46
629,38
646,23
664,17
718,4
742,4
770,4
838,20
878,38
921,66
970,102
1070,190
1113,238
1160,295
1230,398
1250,445
1261,490
1263,557
1248,586
1227,614
1151,666
1089,687
1018,709
857,728
770,730
689,730
554,714
498,706
458,695
426,682
424,679
424,678
424,676
432,671
436,670
442,668
454,667
460,667
466,669
482,678
494,686
504,690
518,699
520,700
522,700
522,700
522,695
522,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,694
526,693
534,691
564,671
586,656
626,631
734,584
798,557
859,523
902,494
964,428
978,402
989,341
994,299
998,246
995,138
983,86
957,0
943,0
931,0
923,0
910,0
905,0
902,0
902,0
902,0
902,0
902,0
902,0
927,11
952,19
979,27
1066,38
1114,44
1173,46
1284,46
1333,46
1379,46
1438,46
1461,46
1478,44
1490,42
1490,42
1490,42
1490,41
1490,41
1490,41
1490,41
1490,41
1489,41
1488,41
1486,46
1481,50
1474,52
1446,59
1426,61
1402,61
1347,61
1320,61
1298,61
1252,56
1240,54
1226,50
1222,50
1217,48
1213,47
1212,46
1212,46
1212,46
1212,46
1212,46
1212,46
1212,46
1212,46
1212,46
1210,46
1206,46
1194,44
1183,42
1174,42
1151,42
1138,43
1118,44
1053,59
1007,70
950,89
823,125
750,146
675,167
534,210
471,234
369,284
330,308
308,326
284,362
278,381
278,395
291,433
319,466
350,496
397,528
526,605
600,642
698,694
722,711
746,726
758,731
761,732
761,732
761,732
758,730
754,726
746,721
742,719
738,718
715,717
694,717
623,717
582,717
550,717
514,726
510,730
510,735
518,750
535,764
567,784
614,806
713,838
763,845
813,852
912,860
953,860
975,860
1003,856
1013,850
1025,838
1038,826
1058,802
1064,794
1070,784
1075,770
1075,764
1075,756
1075,753
1071,741
1066,734
1062,725
1050,710
1043,702
1037,696
1027,686
1022,682
1018,678
1014,674
1013,672
1011,671
1010,671
1010,671
1008,671
1007,671
1006,671
1005,672
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1004,673
1003,673
999,673
958,661
918,648
874,634
830,622
746,591
709,575
678,561
628,534
608,518
583,496
574,487
562,475
556,458
556,452
575,438
598,428
674,414
719,409
766,409
842,418
871,428
898,445
930,473
934,484
940,506
943,515
946,522
952,537
954,543
962,555
965,562
970,569
981,583
986,590
992,596
1002,602
1010,604
1015,605
1023,605
1029,605
1046,598
1053,592
1062,585
1068,577
1077,552
1078,535
1078,500
1074,481
1067,463
1050,438
1038,429
1029,422
998,410
981,405
967,404
939,402
928,402
917,405
896,412
882,415
872,418
854,423
812,432
786,436
738,438
717,438
678,438
659,438
627,426
614,422
606,420
590,415
584,414
582,413
582,413
582,413
582,413
584,407
593,396
600,389
610,382
645,363
663,355
675,344
692,334
696,333
698,332
705,332
711,332
722,334
730,338
740,342
770,356
790,365
810,372
857,389
874,394
886,396
899,400
902,401
904,402
904,402
904,402
905,402
905,402
907,402
908,399
908,397
908,393
902,390
893,386
881,382
854,374
841,373
829,370
811,368
802,366
794,365
777,361
767,358
750,353
742,352
730,352
727,352
724,352
720,357
719,358
718,363
716,378
716,387
715,399
713,418
711,425
710,434
710,438
710,447
710,451
712,456
718,466
720,470
722,474
726,479
731,490
737,498
743,506
763,522
784,534
831,549
